age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Mass,Diet,age.weeks
24,22619,8651,M,-/-,Body Weight,2019-06-10,8.7,NA,3
24,22619,8651,M,-/-,Total Fat Mass,2019-06-10,0.62,NA,3
24,22619,8651,M,-/-,Lean Mass,2019-06-10,7.11,NA,3
24,22620,8652,M,-/-,Body Weight,2019-06-10,7.9,NA,3
24,22620,8652,M,-/-,Total Fat Mass,2019-06-10,0.7,NA,3
24,22620,8652,M,-/-,Lean Mass,2019-06-10,6.29,NA,3
24,22621,8653,M,-/-,Body Weight,2019-06-10,9.7,NA,3
24,22621,8653,M,-/-,Total Fat Mass,2019-06-10,1.03,NA,3
24,22621,8653,M,-/-,Lean Mass,2019-06-10,7.86,NA,3
24,22622,8654,F,+/+,Body Weight,2019-06-10,9,NA,3
24,22622,8654,F,+/+,Total Fat Mass,2019-06-10,0.62,NA,3
24,22622,8654,F,+/+,Lean Mass,2019-06-10,7.4,NA,3
24,22623,8655,F,-/-,Body Weight,2019-06-10,7.8,NA,3
24,22623,8655,F,-/-,Total Fat Mass,2019-06-10,0.65,NA,3
24,22623,8655,F,-/-,Lean Mass,2019-06-10,6.39,NA,3
24,22624,8656,F,-/-,Body Weight,2019-06-10,7.9,NA,3
24,22624,8656,F,-/-,Total Fat Mass,2019-06-10,0.68,NA,3
24,22624,8656,F,-/-,Lean Mass,2019-06-10,6.26,NA,3
24,22627,8659,F,-/-,Body Weight,2019-06-10,8.6,NA,3
24,22627,8659,F,-/-,Total Fat Mass,2019-06-10,0.62,NA,3
24,22627,8659,F,-/-,Lean Mass,2019-06-10,7.11,NA,3
23,22629,8661,M,-/-,Body Weight,2019-06-10,7.5,NA,3
23,22629,8661,M,-/-,Total Fat Mass,2019-06-10,0.39,NA,3
23,22629,8661,M,-/-,Lean Mass,2019-06-10,6.41,NA,3
23,22630,8662,M,-/-,Body Weight,2019-06-10,7.9,NA,3
23,22630,8662,M,-/-,Total Fat Mass,2019-06-10,0.42,NA,3
23,22630,8662,M,-/-,Lean Mass,2019-06-10,6.56,NA,3
31,22619,8651,M,-/-,Body Weight,2019-06-17,14.1,NA,4
31,22619,8651,M,-/-,Total Fat Mass,2019-06-17,2.1,NA,4
31,22619,8651,M,-/-,Lean Mass,2019-06-17,10.89,NA,4
31,22620,8652,M,-/-,Body Weight,2019-06-17,12.8,NA,4
31,22620,8652,M,-/-,Total Fat Mass,2019-06-17,1.64,NA,4
31,22620,8652,M,-/-,Lean Mass,2019-06-17,9.93,NA,4
31,22621,8653,M,-/-,Body Weight,2019-06-17,13.4,NA,4
31,22621,8653,M,-/-,Total Fat Mass,2019-06-17,1.23,NA,4
31,22621,8653,M,-/-,Lean Mass,2019-06-17,10.44,NA,4
31,22622,8654,F,+/+,Body Weight,2019-06-17,12.5,NA,4
31,22622,8654,F,+/+,Total Fat Mass,2019-06-17,0.82,NA,4
31,22622,8654,F,+/+,Lean Mass,2019-06-17,11.4,NA,4
31,22623,8655,F,-/-,Body Weight,2019-06-17,10.6,NA,4
31,22623,8655,F,-/-,Total Fat Mass,2019-06-17,1.35,NA,4
31,22623,8655,F,-/-,Lean Mass,2019-06-17,8.46,NA,4
31,22624,8656,F,-/-,Body Weight,2019-06-17,11.6,NA,4
31,22624,8656,F,-/-,Total Fat Mass,2019-06-17,2.17,NA,4
31,22624,8656,F,-/-,Lean Mass,2019-06-17,8.34,NA,4
31,22627,8659,F,-/-,Body Weight,2019-06-17,12.5,NA,4
31,22627,8659,F,-/-,Total Fat Mass,2019-06-17,1.68,NA,4
31,22627,8659,F,-/-,Lean Mass,2019-06-17,10.44,NA,4
30,22629,8661,M,-/-,Body Weight,2019-06-17,12.8,NA,4
30,22629,8661,M,-/-,Total Fat Mass,2019-06-17,1.18,NA,4
30,22629,8661,M,-/-,Lean Mass,2019-06-17,10.47,NA,4
30,22630,8662,M,-/-,Body Weight,2019-06-17,11.3,NA,4
30,22630,8662,M,-/-,Total Fat Mass,2019-06-17,0.75,NA,4
30,22630,8662,M,-/-,Lean Mass,2019-06-17,9.64,NA,4
38,22619,8651,M,-/-,Body Weight,2019-06-24,17.6,NA,5
38,22619,8651,M,-/-,Total Fat Mass,2019-06-24,1.09,NA,5
38,22619,8651,M,-/-,Lean Mass,2019-06-24,14.98,NA,5
38,22620,8652,M,-/-,Body Weight,2019-06-24,18.2,NA,5
38,22620,8652,M,-/-,Total Fat Mass,2019-06-24,1.28,NA,5
38,22620,8652,M,-/-,Lean Mass,2019-06-24,15.33,NA,5
38,22621,8653,M,-/-,Body Weight,2019-06-24,19,NA,5
38,22621,8653,M,-/-,Total Fat Mass,2019-06-24,1.77,NA,5
38,22621,8653,M,-/-,Lean Mass,2019-06-24,15.76,NA,5
38,22622,8654,F,+/+,Body Weight,2019-06-24,15.9,NA,5
38,22622,8654,F,+/+,Total Fat Mass,2019-06-24,1.49,NA,5
38,22622,8654,F,+/+,Lean Mass,2019-06-24,12.88,NA,5
38,22623,8655,F,-/-,Body Weight,2019-06-24,14.1,NA,5
38,22623,8655,F,-/-,Total Fat Mass,2019-06-24,1.69,NA,5
38,22623,8655,F,-/-,Lean Mass,2019-06-24,11.3,NA,5
38,22624,8656,F,-/-,Body Weight,2019-06-24,15.3,NA,5
38,22624,8656,F,-/-,Total Fat Mass,2019-06-24,1.59,NA,5
38,22624,8656,F,-/-,Lean Mass,2019-06-24,12.91,NA,5
38,22627,8659,F,-/-,Body Weight,2019-06-24,15.9,NA,5
38,22627,8659,F,-/-,Total Fat Mass,2019-06-24,1.48,NA,5
38,22627,8659,F,-/-,Lean Mass,2019-06-24,12.96,NA,5
37,22629,8661,M,-/-,Body Weight,2019-06-24,17.4,NA,5
37,22629,8661,M,-/-,Total Fat Mass,2019-06-24,1.39,NA,5
37,22629,8661,M,-/-,Lean Mass,2019-06-24,15.1,NA,5
37,22630,8662,M,-/-,Body Weight,2019-06-24,16.5,NA,5
37,22630,8662,M,-/-,Total Fat Mass,2019-06-24,1.35,NA,5
37,22630,8662,M,-/-,Lean Mass,2019-06-24,14.19,NA,5
45,22619,8651,M,-/-,Body Weight,2019-07-01,19.7,NA,6
45,22619,8651,M,-/-,Total Fat Mass,2019-07-01,1.14,NA,6
45,22619,8651,M,-/-,Lean Mass,2019-07-01,16.72,NA,6
45,22620,8652,M,-/-,Body Weight,2019-07-01,19.8,NA,6
45,22620,8652,M,-/-,Total Fat Mass,2019-07-01,1.48,NA,6
45,22620,8652,M,-/-,Lean Mass,2019-07-01,16.92,NA,6
45,22621,8653,M,-/-,Body Weight,2019-07-01,20.3,NA,6
45,22621,8653,M,-/-,Total Fat Mass,2019-07-01,1.58,NA,6
45,22621,8653,M,-/-,Lean Mass,2019-07-01,16.78,NA,6
45,22622,8654,F,+/+,Body Weight,2019-07-01,17.6,NA,6
45,22622,8654,F,+/+,Total Fat Mass,2019-07-01,1.78,NA,6
45,22622,8654,F,+/+,Lean Mass,2019-07-01,14.06,NA,6
45,22623,8655,F,-/-,Body Weight,2019-07-01,15.4,NA,6
45,22623,8655,F,-/-,Total Fat Mass,2019-07-01,1.46,NA,6
45,22623,8655,F,-/-,Lean Mass,2019-07-01,12.61,NA,6
45,22624,8656,F,-/-,Body Weight,2019-07-01,16.9,NA,6
45,22624,8656,F,-/-,Total Fat Mass,2019-07-01,1.78,NA,6
45,22624,8656,F,-/-,Lean Mass,2019-07-01,13.83,NA,6
45,22627,8659,F,-/-,Body Weight,2019-07-01,16.9,NA,6
45,22627,8659,F,-/-,Total Fat Mass,2019-07-01,1.82,NA,6
45,22627,8659,F,-/-,Lean Mass,2019-07-01,13.25,NA,6
44,22629,8661,M,-/-,Body Weight,2019-07-01,19.2,NA,6
44,22629,8661,M,-/-,Total Fat Mass,2019-07-01,1.29,NA,6
44,22629,8661,M,-/-,Lean Mass,2019-07-01,16.44,NA,6
44,22630,8662,M,-/-,Body Weight,2019-07-01,20.1,NA,6
44,22630,8662,M,-/-,Total Fat Mass,2019-07-01,1.53,NA,6
44,22630,8662,M,-/-,Lean Mass,2019-07-01,17.38,NA,6
24,23035,8902,F,+/+,Body Weight,2019-07-03,6.8,NA,3
24,23035,8902,F,+/+,Total Fat Mass,2019-07-03,0.83,NA,3
24,23035,8902,F,+/+,Lean Mass,2019-07-03,5.86,NA,3
22,23036,8905,M,+/+,Body Weight,2019-07-03,8.4,NA,3
22,23036,8905,M,+/+,Total Fat Mass,2019-07-03,0.86,NA,3
22,23036,8905,M,+/+,Lean Mass,2019-07-03,7.13,NA,3
22,23037,8906,F,+/+,Body Weight,2019-07-03,6.9,NA,3
22,23037,8906,F,+/+,Total Fat Mass,2019-07-03,1,NA,3
22,23037,8906,F,+/+,Lean Mass,2019-07-03,5.05,NA,3
22,23038,8907,F,-/-,Body Weight,2019-07-03,8.3,NA,3
22,23038,8907,F,-/-,Total Fat Mass,2019-07-03,0.84,NA,3
22,23038,8907,F,-/-,Lean Mass,2019-07-03,6.81,NA,3
22,23039,8908,F,-/-,Body Weight,2019-07-03,7.6,NA,3
22,23039,8908,F,-/-,Total Fat Mass,2019-07-03,0.71,NA,3
22,23039,8908,F,-/-,Lean Mass,2019-07-03,6.42,NA,3
22,23040,8903,M,+/+,Body Weight,2019-07-03,7.3,NA,3
22,23040,8903,M,+/+,Total Fat Mass,2019-07-03,0.53,NA,3
22,23040,8903,M,+/+,Lean Mass,2019-07-03,6.23,NA,3
22,23041,8904,M,+/+,Body Weight,2019-07-03,8.1,NA,3
22,23041,8904,M,+/+,Total Fat Mass,2019-07-03,0.59,NA,3
22,23041,8904,M,+/+,Lean Mass,2019-07-03,6.88,NA,3
52,22619,8651,M,-/-,Body Weight,2019-07-08,21.1,NA,7
52,22619,8651,M,-/-,Total Fat Mass,2019-07-08,2.3,NA,7
52,22619,8651,M,-/-,Lean Mass,2019-07-08,16.93,NA,7
52,22620,8652,M,-/-,Body Weight,2019-07-08,21,NA,7
52,22620,8652,M,-/-,Total Fat Mass,2019-07-08,1.28,NA,7
52,22620,8652,M,-/-,Lean Mass,2019-07-08,18.1,NA,7
52,22621,8653,M,-/-,Body Weight,2019-07-08,21.4,NA,7
52,22621,8653,M,-/-,Total Fat Mass,2019-07-08,2.01,NA,7
52,22621,8653,M,-/-,Lean Mass,2019-07-08,17.65,NA,7
52,22622,8654,F,+/+,Body Weight,2019-07-08,17.5,NA,7
52,22622,8654,F,+/+,Total Fat Mass,2019-07-08,1.16,NA,7
52,22622,8654,F,+/+,Lean Mass,2019-07-08,14.33,NA,7
52,22623,8655,F,-/-,Body Weight,2019-07-08,16.4,NA,7
52,22623,8655,F,-/-,Total Fat Mass,2019-07-08,1.39,NA,7
52,22623,8655,F,-/-,Lean Mass,2019-07-08,13.36,NA,7
52,22624,8656,F,-/-,Body Weight,2019-07-08,17.4,NA,7
52,22624,8656,F,-/-,Total Fat Mass,2019-07-08,1.73,NA,7
52,22624,8656,F,-/-,Lean Mass,2019-07-08,13.38,NA,7
52,22627,8659,F,-/-,Body Weight,2019-07-08,17.5,NA,7
52,22627,8659,F,-/-,Total Fat Mass,2019-07-08,1.76,NA,7
52,22627,8659,F,-/-,Lean Mass,2019-07-08,13.64,NA,7
51,22629,8661,M,-/-,Body Weight,2019-07-08,19.7,NA,7
51,22629,8661,M,-/-,Total Fat Mass,2019-07-08,1.14,NA,7
51,22629,8661,M,-/-,Lean Mass,2019-07-08,16.97,NA,7
51,22630,8662,M,-/-,Body Weight,2019-07-08,20.9,NA,7
51,22630,8662,M,-/-,Total Fat Mass,2019-07-08,1.4,NA,7
51,22630,8662,M,-/-,Lean Mass,2019-07-08,17.92,NA,7
31,23034,8901,M,+/+,Body Weight,2019-07-10,8.3,NA,4
31,23034,8901,M,+/+,Total Fat Mass,2019-07-10,0.77,NA,4
31,23034,8901,M,+/+,Lean Mass,2019-07-10,6.92,NA,4
31,23035,8902,F,+/+,Body Weight,2019-07-10,10.9,NA,4
31,23035,8902,F,+/+,Total Fat Mass,2019-07-10,1.14,NA,4
31,23035,8902,F,+/+,Lean Mass,2019-07-10,9.05,NA,4
29,23036,8905,M,+/+,Body Weight,2019-07-10,14.4,NA,4
29,23036,8905,M,+/+,Total Fat Mass,2019-07-10,1.23,NA,4
29,23036,8905,M,+/+,Lean Mass,2019-07-10,12.2,NA,4
29,23037,8906,F,+/+,Body Weight,2019-07-10,11.1,NA,4
29,23037,8906,F,+/+,Total Fat Mass,2019-07-10,1.15,NA,4
29,23037,8906,F,+/+,Lean Mass,2019-07-10,9.11,NA,4
29,23038,8907,F,-/-,Body Weight,2019-07-10,12.5,NA,4
29,23038,8907,F,-/-,Total Fat Mass,2019-07-10,1.2,NA,4
29,23038,8907,F,-/-,Lean Mass,2019-07-10,10.49,NA,4
29,23039,8908,F,-/-,Body Weight,2019-07-10,12.7,NA,4
29,23039,8908,F,-/-,Total Fat Mass,2019-07-10,1.11,NA,4
29,23039,8908,F,-/-,Lean Mass,2019-07-10,10.75,NA,4
29,23040,8903,M,+/+,Body Weight,2019-07-10,12,NA,4
29,23040,8903,M,+/+,Total Fat Mass,2019-07-10,0.93,NA,4
29,23040,8903,M,+/+,Lean Mass,2019-07-10,10.11,NA,4
29,23041,8904,M,+/+,Body Weight,2019-07-10,13.7,NA,4
29,23041,8904,M,+/+,Total Fat Mass,2019-07-10,1.18,NA,4
29,23041,8904,M,+/+,Lean Mass,2019-07-10,11.21,NA,4
59,22619,8651,M,-/-,Body Weight,2019-07-15,21.5,NA,8
59,22619,8651,M,-/-,Total Fat Mass,2019-07-15,1.06,NA,8
59,22619,8651,M,-/-,Lean Mass,2019-07-15,18,NA,8
59,22620,8652,M,-/-,Body Weight,2019-07-15,22.1,NA,8
59,22620,8652,M,-/-,Total Fat Mass,2019-07-15,0.92,NA,8
59,22620,8652,M,-/-,Lean Mass,2019-07-15,18.09,NA,8
59,22621,8653,M,-/-,Body Weight,2019-07-15,23.2,NA,8
59,22621,8653,M,-/-,Total Fat Mass,2019-07-15,1.17,NA,8
59,22621,8653,M,-/-,Lean Mass,2019-07-15,19.27,NA,8
59,22622,8654,F,+/+,Body Weight,2019-07-15,18,NA,8
59,22622,8654,F,+/+,Total Fat Mass,2019-07-15,1.33,NA,8
59,22622,8654,F,+/+,Lean Mass,2019-07-15,14.61,NA,8
59,22623,8655,F,-/-,Body Weight,2019-07-15,17.6,NA,8
59,22623,8655,F,-/-,Total Fat Mass,2019-07-15,1.45,NA,8
59,22623,8655,F,-/-,Lean Mass,2019-07-15,14.52,NA,8
59,22624,8656,F,-/-,Body Weight,2019-07-15,17.8,NA,8
59,22624,8656,F,-/-,Total Fat Mass,2019-07-15,1.63,NA,8
59,22624,8656,F,-/-,Lean Mass,2019-07-15,14.39,NA,8
59,22627,8659,F,-/-,Body Weight,2019-07-15,18.2,NA,8
59,22627,8659,F,-/-,Total Fat Mass,2019-07-15,1.84,NA,8
59,22627,8659,F,-/-,Lean Mass,2019-07-15,14.71,NA,8
58,22629,8661,M,-/-,Body Weight,2019-07-15,20.7,NA,8
58,22629,8661,M,-/-,Total Fat Mass,2019-07-15,1.13,NA,8
58,22629,8661,M,-/-,Lean Mass,2019-07-15,17.8,NA,8
58,22630,8662,M,-/-,Body Weight,2019-07-15,22.1,NA,8
58,22630,8662,M,-/-,Total Fat Mass,2019-07-15,1.49,NA,8
58,22630,8662,M,-/-,Lean Mass,2019-07-15,18.86,NA,8
38,23035,8902,F,+/+,Body Weight,2019-07-17,14,NA,5
38,23035,8902,F,+/+,Total Fat Mass,2019-07-17,1.47,NA,5
38,23035,8902,F,+/+,Lean Mass,2019-07-17,11.41,NA,5
36,23036,8905,M,+/+,Body Weight,2019-07-17,19.2,NA,5
36,23036,8905,M,+/+,Total Fat Mass,2019-07-17,1.38,NA,5
36,23036,8905,M,+/+,Lean Mass,2019-07-17,16.36,NA,5
36,23037,8906,F,+/+,Body Weight,2019-07-17,14.6,NA,5
36,23037,8906,F,+/+,Total Fat Mass,2019-07-17,1.4,NA,5
36,23037,8906,F,+/+,Lean Mass,2019-07-17,12.05,NA,5
36,23038,8907,F,-/-,Body Weight,2019-07-17,15.6,NA,5
36,23038,8907,F,-/-,Total Fat Mass,2019-07-17,1.64,NA,5
36,23038,8907,F,-/-,Lean Mass,2019-07-17,12.82,NA,5
36,23039,8908,F,-/-,Body Weight,2019-07-17,17,NA,5
36,23039,8908,F,-/-,Total Fat Mass,2019-07-17,1.54,NA,5
36,23039,8908,F,-/-,Lean Mass,2019-07-17,13.9,NA,5
36,23040,8903,M,+/+,Body Weight,2019-07-17,16.2,NA,5
36,23040,8903,M,+/+,Total Fat Mass,2019-07-17,1.19,NA,5
36,23040,8903,M,+/+,Lean Mass,2019-07-17,13.84,NA,5
36,23041,8904,M,+/+,Body Weight,2019-07-17,16.6,NA,5
36,23041,8904,M,+/+,Total Fat Mass,2019-07-17,1.12,NA,5
36,23041,8904,M,+/+,Lean Mass,2019-07-17,14.28,NA,5
21,23116,8981,F,+/+,Body Weight,2019-07-17,9,NA,3
21,23116,8981,F,+/+,Total Fat Mass,2019-07-17,0.85,NA,3
21,23116,8981,F,+/+,Lean Mass,2019-07-17,7.39,NA,3
66,22619,8651,M,-/-,Body Weight,2019-07-22,22,NA,9
66,22619,8651,M,-/-,Total Fat Mass,2019-07-22,1.3,NA,9
66,22619,8651,M,-/-,Lean Mass,2019-07-22,18.92,NA,9
66,22620,8652,M,-/-,Body Weight,2019-07-22,22,NA,9
66,22620,8652,M,-/-,Total Fat Mass,2019-07-22,1.35,NA,9
66,22620,8652,M,-/-,Lean Mass,2019-07-22,19.06,NA,9
66,22621,8653,M,-/-,Body Weight,2019-07-22,23.8,NA,9
66,22621,8653,M,-/-,Total Fat Mass,2019-07-22,1.28,NA,9
66,22621,8653,M,-/-,Total Fat Mass,2019-07-22,1.38,NA,9
66,22621,8653,M,-/-,Lean Mass,2019-07-22,14.81,NA,9
66,22622,8654,F,+/+,Body Weight,2019-07-22,18.8,NA,9
66,22622,8654,F,+/+,Total Fat Mass,2019-07-22,1.08,NA,9
66,22622,8654,F,+/+,Lean Mass,2019-07-22,15.7,NA,9
66,22623,8655,F,-/-,Body Weight,2019-07-22,18,NA,9
66,22624,8656,F,-/-,Body Weight,2019-07-22,18.9,NA,9
66,22624,8656,F,-/-,Total Fat Mass,2019-07-22,1.47,NA,9
66,22624,8656,F,-/-,Lean Mass,2019-07-22,15.42,NA,9
66,22627,8659,F,-/-,Body Weight,2019-07-22,18.8,NA,9
66,22627,8659,F,-/-,Total Fat Mass,2019-07-22,1.84,NA,9
66,22627,8659,F,-/-,Lean Mass,2019-07-22,15.15,NA,9
65,22629,8661,M,-/-,Body Weight,2019-07-22,21.3,NA,9
65,22629,8661,M,-/-,Total Fat Mass,2019-07-22,1.28,NA,9
65,22629,8661,M,-/-,Lean Mass,2019-07-22,18.17,NA,9
65,22630,8662,M,-/-,Body Weight,2019-07-22,23,NA,9
65,22630,8662,M,-/-,Total Fat Mass,2019-07-22,1.61,NA,9
65,22630,8662,M,-/-,Lean Mass,2019-07-22,19.63,NA,9
45,23034,8901,M,+/+,Body Weight,2019-07-24,13.6,NA,6
45,23034,8901,M,+/+,Total Fat Mass,2019-07-24,1.04,NA,6
45,23034,8901,M,+/+,Lean Mass,2019-07-24,11.09,NA,6
45,23035,8902,F,+/+,Body Weight,2019-07-24,14.6,NA,6
45,23035,8902,F,+/+,Total Fat Mass,2019-07-24,1.15,NA,6
45,23035,8902,F,+/+,Lean Mass,2019-07-24,11.96,NA,6
43,23036,8905,M,+/+,Body Weight,2019-07-24,20.8,NA,6
43,23036,8905,M,+/+,Total Fat Mass,2019-07-24,1.23,NA,6
43,23036,8905,M,+/+,Lean Mass,2019-07-24,17.79,NA,6
43,23037,8906,F,+/+,Body Weight,2019-07-24,15.3,NA,6
43,23037,8906,F,+/+,Total Fat Mass,2019-07-24,1.55,NA,6
43,23037,8906,F,+/+,Lean Mass,2019-07-24,12.25,NA,6
43,23038,8907,F,-/-,Body Weight,2019-07-24,16,NA,6
43,23038,8907,F,-/-,Total Fat Mass,2019-07-24,1.36,NA,6
43,23038,8907,F,-/-,Lean Mass,2019-07-24,12.94,NA,6
43,23039,8908,F,-/-,Body Weight,2019-07-24,17.1,NA,6
43,23039,8908,F,-/-,Total Fat Mass,2019-07-24,1.18,NA,6
43,23039,8908,F,-/-,Lean Mass,2019-07-24,14.07,NA,6
43,23040,8903,M,+/+,Body Weight,2019-07-24,17.6,NA,6
43,23040,8903,M,+/+,Total Fat Mass,2019-07-24,0.75,NA,6
43,23040,8903,M,+/+,Lean Mass,2019-07-24,15.1,NA,6
43,23041,8904,M,+/+,Body Weight,2019-07-24,18.2,NA,6
43,23041,8904,M,+/+,Total Fat Mass,2019-07-24,1.54,NA,6
43,23041,8904,M,+/+,Lean Mass,2019-07-24,14.92,NA,6
28,23116,8981,F,+/+,Body Weight,2019-07-24,13.1,NA,4
28,23116,8981,F,+/+,Total Fat Mass,2019-07-24,0.93,NA,4
28,23116,8981,F,+/+,Lean Mass,2019-07-24,10.91,NA,4
73,22619,8651,M,-/-,Body Weight,2019-07-29,23,NA,10
73,22619,8651,M,-/-,Total Fat Mass,2019-07-29,1.24,NA,10
73,22619,8651,M,-/-,Lean Mass,2019-07-29,19.5,NA,10
73,22620,8652,M,-/-,Body Weight,2019-07-29,22.8,NA,10
73,22620,8652,M,-/-,Total Fat Mass,2019-07-29,1.1,NA,10
73,22620,8652,M,-/-,Lean Mass,2019-07-29,19.49,NA,10
73,22621,8653,M,-/-,Body Weight,2019-07-29,24.1,NA,10
73,22621,8653,M,-/-,Total Fat Mass,2019-07-29,1.48,NA,10
73,22621,8653,M,-/-,Lean Mass,2019-07-29,19.98,NA,10
73,22622,8654,F,+/+,Body Weight,2019-07-29,19.7,NA,10
73,22622,8654,F,+/+,Total Fat Mass,2019-07-29,0.93,NA,10
73,22622,8654,F,+/+,Lean Mass,2019-07-29,16.29,NA,10
73,22623,8655,F,-/-,Body Weight,2019-07-29,18.7,NA,10
73,22623,8655,F,-/-,Total Fat Mass,2019-07-29,1.42,NA,10
73,22623,8655,F,-/-,Lean Mass,2019-07-29,15.26,NA,10
73,22624,8656,F,-/-,Body Weight,2019-07-29,19.3,NA,10
73,22624,8656,F,-/-,Total Fat Mass,2019-07-29,1.22,NA,10
73,22624,8656,F,-/-,Lean Mass,2019-07-29,16.04,NA,10
73,22627,8659,F,-/-,Body Weight,2019-07-29,19.7,NA,10
73,22627,8659,F,-/-,Total Fat Mass,2019-07-29,1.75,NA,10
73,22627,8659,F,-/-,Lean Mass,2019-07-29,15.79,NA,10
72,22629,8661,M,-/-,Body Weight,2019-07-29,21.8,NA,10
72,22629,8661,M,-/-,Total Fat Mass,2019-07-29,1.26,NA,10
72,22629,8661,M,-/-,Lean Mass,2019-07-29,18.56,NA,10
72,22630,8662,M,-/-,Body Weight,2019-07-29,23.6,NA,10
72,22630,8662,M,-/-,Total Fat Mass,2019-07-29,1.65,NA,10
72,22630,8662,M,-/-,Lean Mass,2019-07-29,19.97,NA,10
52,23034,8901,M,+/+,Body Weight,2019-07-31,17,NA,7
52,23034,8901,M,+/+,Total Fat Mass,2019-07-31,1.61,NA,7
52,23034,8901,M,+/+,Lean Mass,2019-07-31,13.92,NA,7
52,23035,8902,F,+/+,Body Weight,2019-07-31,16,NA,7
52,23035,8902,F,+/+,Total Fat Mass,2019-07-31,1.61,NA,7
52,23035,8902,F,+/+,Lean Mass,2019-07-31,13.04,NA,7
50,23036,8905,M,+/+,Body Weight,2019-07-31,22.8,NA,7
50,23036,8905,M,+/+,Total Fat Mass,2019-07-31,1.82,NA,7
50,23036,8905,M,+/+,Lean Mass,2019-07-31,19.32,NA,7
50,23037,8906,F,+/+,Body Weight,2019-07-31,15.9,NA,7
